ID;RANK;BUILDING;CITY;COUNTRY;HEIGHT_M;HEIGHT_FT;FLOORS;BUILD;ARCHITECT;ARCHITECTUTAL_STYLE;COST;MATERIAL;LONGITUDE;LATITUDE;IMAGE_URL
86;84;HHHR Tower;Dubai;UAE;36726.844;120493.43;72;2010;;;0.0;;0.0;0.0
87;85;Chongqing IFS T1;Chongqing;China;36610.98;120113.305;65;2016;;;0.0;;0.0;0.0
88;86;Nanjing International Youth Cultural Centre Tower 1;Nanjing;China;36495.125;119733.2;68;2015;;;0.0;;0.0;0.0
89;86;Changsha IFS Tower T2;Changsha;China;36495.125;119733.2;65;2017;;;0.0;;0.0;0.0
90;88;MahaNakhon;Bangkok;Thailand;36402.438;119429.12;75;2016;;;0.0;;0.0;0.0
91;89;Bank of America Plaza;Atlanta;United States;36147.555;118592.9;55;1992;;;0.0;;0.0;0.0
92;90;Moi Center;Shenyang;China;36031.695;118212.79;75;2012;;;0.0;;0.0;0.0
93;91;U.S. Bank Tower;Los Angeles;United States;35950.594;117946.71;73;1989;;;0.0;;0.0;0.0
94;92;Menara Telekom;Kuala Lumpur;Malaysia;35915.836;117832.67;55;2001;;;0.0;;0.0;0.0
95;92;Ocean Heights;Dubai;UAE;35915.836;117832.67;82;2010;;;0.0;;0.0;0.0
96;94;Pearl River Tower;Guangzhou;China;35869.496;117680.64;71;2013;;;0.0;;0.0;0.0
97;95;Fortune Center;Guangzhou;China;35846.324;117604.62;68;2015;;;0.0;;0.0;0.0
98;96;Jumeirah Emirates Towers Hotel;Dubai;UAE;35799.98;117452.58;56;2000;;;0.0;;0.0;0.0
99;97;Stalnaya Vershina;Moscow;Russia;35788.395;117414.56;72;2015;;;0.0;;0.0;0.0
100;98;Burj Rafal;Riyadh;Saudi Arabia;35684.125;117072.48;68;2013;;;0.0;;0.0;0.0
101;99;Wanda Plaza 1;Kunming;China;35568.266;116692.37;70;2016;;;0.0;;0.0;0.0
102;99;Wanda Plaza 2;Kunming;China;35568.266;116692.37;70;2016;;;0.0;;0.0;0.0
103;101;Franklin Center;Chicago;United States;35556.68;116654.35;60;1989;;;0.0;;0.0;0.0
104;102;Cayan Tower;Dubai;UAE;35498.75;116464.3;76;2013;;;0.0;;0.0;0.0
105;103;One57;New York City;United States;35463.992;116350.266;75;2013;;;0.0;;0.0;0.0
106;104;East Pacific Center Tower A;Shenzhen;China;35452.406;116312.26;85;2012;;;0.0;;0.0;0.0
107;104;The Shard;London;United Kingdom;35452.406;116312.26;73;2012;;;0.0;;0.0;0.0
108;106;JPMorgan Chase Tower;Houston;United States;35382.895;116084.2;75;1982;;;0.0;;0.0;0.0
109;107;Etihad Tower 2;Abu Dhabi;UAE;35371.31;116046.19;79;2011;;;0.0;;0.0;0.0
110;108;Northeast Asia Trade Tower;Incheon;South Korea;35336.55;115932.16;68;2010;;;0.0;;0.0;0.0
111;109;Baiyoke Tower II;Bangkok;Thailand;35220.695;115552.055;85;1997;;;0.0;;0.0;0.0
112;110;Wuxi Maoye City - Marriott Hotel;Wuxi;China;35197.52;115476.02;68;2014;;;0.0;;0.0;0.0
113;110;Shenzhen CFC Changfu Centre;Shenzhen;China;35197.52;115476.02;68;2016;;;0.0;;0.0;0.0
114;112;Two Prudential Plaza;Chicago;United States;35139.59;115285.97;64;1990;;;0.0;;0.0;0.0
115;113;Diwang International Fortune Center;Liuzhou;China;35104.836;115171.945;75;2015;;;0.0;;0.0;0.0
116;113;KAFD World Trade Center;Riyadh;Saudi Arabia;35104.836;115171.945;67;2015;;;0.0;;0.0;0.0
117;113;Jiangxi Nanchang Greenland Central Plaza 1;Nanchang;China;35104.836;115171.945;59;2015;;;0.0;;0.0;0.0
118;113;Jiangxi Nanchang Greenland Central Plaza 2;Nanchang;China;35104.836;115171.945;59;2015;;;0.0;;0.0;0.0
119;113;Greenland Puli Center;Jinan;China;35104.836;115171.945;60;2015;;;0.0;;0.0;0.0
120;118;Leatop Plaza;Guangzhou;China;35104.836;115171.945;65;2011;;;0.0;;0.0;0.0
121;119;Wells Fargo Plaza;Houston;United States;35035.32;114943.875;71;1983;;;0.0;;0.0;0.0
122;120;Kingdom Centre;Riyadh;Saudi Arabia;35023.734;114905.87;41;2002;;;0.0;;0.0;0.0
123;121;The Address Downtown Burj Khalifa;Dubai;UAE;35012.15;114867.86;63;2008;;;0.0;;0.0;0.0
124;122;Gate of the Orient;Suzhou;China;34988.977;114791.836;68;2015;;;0.0;;0.0;0.0
125;122;Moscow Tower;Moscow;Russia;34988.977;114791.836;76;2010;;;0.0;;0.0;0.0
126;122;We've the Zenith Tower A;Busan;South Korea;34873.12;114411.734;80;2011;;;0.0;;0.0;0.0
127;122;Huachuang International Plaza;Changsha;China;34873.12;114411.734;66;2017;;;0.0;;0.0;0.0
128;126;Shenzhen Zhongzhou Holdings Financial Center Tower A;Shenzhen;China;34849.95;114335.71;61;2014;;;0.0;;0.0;0.0
129;127;Gran Torre Santiago;Santiago;Chile;34757.26;114031.625;62;2012;;;0.0;;0.0;0.0
130;127;Abeno Harukas;Osaka;Japan;34757.26;114031.625;60;2014;;;0.0;;0.0;0.0
131;127;Arraya 2;Kuwait City;Kuwait;34757.26;114031.625;60;2009;;;0.0;;0.0;0.0
132;127;Aspire Tower;Doha;Qatar;34757.26;114031.625;36;2007;;;0.0;;0.0;0.0
133;128;First Canadian Place;Toronto;Canada;34525.55;113271.43;72;1976;;;0.0;;0.0;0.0
134;128;One Island East;Hong Kong;Hong Kong;34525.55;113271.43;68;2008;;;0.0;;0.0;0.0
135;129;4 World Trade Center;New York City;United States;34525.55;113271.43;65;2013;;;0.0;;0.0;0.0
136;130;Eureka Tower;Melbourne;Australia;34409.69;112891.31;91;2006;;;0.0;;0.0;0.0
137;131;Comcast Center;Philadelphia;United States;34409.69;112891.31;57;2008;;;0.0;;0.0;0.0
